id_venda;data;filial;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
1553;2023-08-05 13:33:59.150863;Canoas;Carlos Henrique;Tenis Adidas;William Duckett;masculino;credito
1554;2023-08-05 14:02:59.423711;Porto Alegre;Luiza Cherobini;Tenis Nike;James Comeau;masculino;credito
1555;2023-08-05 14:24:56.382416;Caxias do Sul;Mateus Kienzle;Tenis NB;Catherine Saavedra;feminino;credito
1556;2023-08-05 16:22:58.365079;Canoas;Luis Fernando;Tenis Nike;Michael Preskar;masculino;credito
1557;2023-08-05 16:57:57.920621;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Kelly Mixer;masculino;credito
1558;2023-08-05 17:05:56.383154;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Michael Lowman;masculino;pix
1559;2023-08-05 17:06:57.990546;Lajeado;Adriano Soares;Tenis Fila;Walton Mccoy;masculino;boleto
1560;2023-08-05 17:45:58.903626;Lajeado;Adriano Soares;Tenis Fila;Terri Townsend;feminino;pix
1561;2023-08-06 08:51:57.236579;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Deborah Ojeda;feminino;credito
1562;2023-08-06 17:04:57.511755;Lajeado;Juliano Faccioni;Tenis Fila;Mary Moore;feminino;boleto
1563;2023-08-06 17:52:56.468676;Lajeado;Juliano Faccioni;Tenis Fila;Albert Harvey;masculino;credito
1564;2023-08-07 09:07:57.832674;Caxias do Sul;Mateus Kienzle;Tenis NB;Janice Boudreaux;feminino;boleto
1565;2023-08-07 09:44:57.301568;Florianópolis;Claudia dos Santos;Tenis Nike;Lorraine Marsh;feminino;credito
1566;2023-08-07 11:06:57.531630;São Paulo;Cassia Moraes;Tenis Adidas;Nicholas Simmerman;masculino;credito
1567;2023-08-07 12:18:58.977000;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Maria Vanderlinde;feminino;pix
1568;2023-08-07 13:42:59.073394;Lajeado;Juliano Faccioni;Tenis NB;Kenneth Cooper;masculino;credito
1569;2023-08-07 16:38:56.543811;São Paulo;Claudio Bueno;Tenis NB;Huey Nardone;masculino;credito
1570;2023-08-07 18:34:56.871474;Florianópolis;Claudia dos Santos;Tenis NB;Richard Henson;masculino;credito
1571;2023-08-08 11:59:59.080234;Florianópolis;Mario Sérgio;Tenis NB;Julio Skillman;masculino;pix
1572;2023-08-08 14:27:59.636202;São Paulo;Claudio Bueno;Tenis Fila;Esther Woodson;feminino;credito
1573;2023-08-08 14:37:58.008426;Florianópolis;Mario Sérgio;Tenis Adidas;Herschel Erickson;masculino;credito
1574;2023-08-08 17:04:57.161197;Lajeado;Juliano Faccioni;Tenis NB;Jerry English;masculino;credito
1575;2023-08-08 17:12:56.519097;Florianópolis;Claudia dos Santos;Tenis Fila;Mervin Mustafa;masculino;credito
1576;2023-08-08 17:26:58.136556;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Steven Lyell;masculino;pix
1577;2023-08-08 17:54:57.270087;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Tammie Cruz;feminino;credito
1578;2023-08-09 08:16:58.316599;Lajeado;Juliano Faccioni;Tenis Adidas;Ellen Jones;feminino;credito
1579;2023-08-09 10:05:57.663330;Florianópolis;Mario Sérgio;Tenis NB;Billy Blair;masculino;credito
1580;2023-08-09 10:19:57.553466;Canoas;Carlos Henrique;Tenis Fila;Donald Willis;masculino;credito
1581;2023-08-09 11:22:57.029885;Florianópolis;Claudia dos Santos;Tenis NB;Charles Warkentin;masculino;credito
1582;2023-08-09 14:06:57.815584;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Kaitlin Matherly;feminino;boleto
1583;2023-08-09 14:07:58.292247;Lajeado;Adriano Soares;Tenis Nike;Debra Vasquez;feminino;boleto
1584;2023-08-09 16:43:58.558733;São Paulo;Cassia Moraes;Tenis Adidas;Cindy Fearn;feminino;pix
1585;2023-08-09 17:59:57.483076;São Paulo;Cassia Moraes;Tenis Fila;Marilyn Longhurst;feminino;credito
1586;2023-08-10 12:39:56.842003;São Paulo;Claudio Bueno;Tenis Adidas;Oliver Johnson;masculino;credito
1587;2023-08-10 14:31:57.085648;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Tony Frazier;masculino;credito
1588;2023-08-10 18:07:59.289332;São Paulo;Claudio Bueno;Tenis Fila;Vernie Mitchell;feminino;credito
1589;2023-08-11 07:58:57.673249;Lajeado;Juliano Faccioni;Tenis Nike;Rosemary Sturrock;feminino;credito
1590;2023-08-11 08:32:56.905391;São Paulo;Cassia Moraes;Tenis Adidas;Ashley Wiseman;feminino;pix
1591;2023-08-11 09:15:57.201831;Canoas;Luis Fernando;Tenis Fila;Ferdinand Strahm;masculino;boleto
1592;2023-08-11 09:29:58.292111;Florianópolis;Claudia dos Santos;Tenis Adidas;Bill Tran;masculino;credito
1593;2023-08-11 10:20:59.141822;São Paulo;Claudio Bueno;Tenis Nike;Larry Jensen;masculino;credito
1594;2023-08-11 11:11:57.348869;Canoas;Luis Fernando;Tenis Fila;Sherry Watkins;feminino;pix
1595;2023-08-11 11:45:57.730144;São Paulo;Cassia Moraes;Tenis Nike;Ruby Fox;feminino;credito
1596;2023-08-11 12:49:59.372713;São Paulo;Cassia Moraes;Tenis Adidas;Harry Elford;masculino;credito
1597;2023-08-11 13:17:59.528756;Porto Alegre;Luiza Cherobini;Tenis Fila;Maurice Garman;masculino;credito
1598;2023-08-11 14:12:57.853489;Lajeado;Juliano Faccioni;Tenis Adidas;William Griffin;masculino;boleto
1599;2023-08-11 15:35:57.814949;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Roxanne Thompson;feminino;credito
1600;2023-08-11 16:37:59.423545;Canoas;Luis Fernando;Tenis NB;Rene Chapman;masculino;credito
1601;2023-08-12 08:57:57.513974;Porto Alegre;Luiza Cherobini;Tenis NB;Carmen Stone;feminino;pix
1602;2023-08-12 10:21:56.476586;Lajeado;Adriano Soares;Tenis Fila;Dennis Harrison;masculino;credito
1603;2023-08-12 15:56:59.192833;São Paulo;Claudio Bueno;Tenis Adidas;Steve Newcomer;masculino;boleto
1604;2023-08-12 16:04:56.790612;Lajeado;Adriano Soares;Tenis NB;Tamara Reeder;feminino;credito
1605;2023-08-13 09:19:56.680062;Lajeado;Adriano Soares;Tenis NB;Vicky Beard;feminino;credito
1606;2023-08-13 10:51:58.811365;Canoas;Luis Fernando;Tenis Nike;Mary Sims;feminino;credito
1607;2023-08-13 11:09:59.238712;Florianópolis;Claudia dos Santos;Tenis Fila;Mary Popp;feminino;credito
1608;2023-08-13 17:21:59.399524;Lajeado;Adriano Soares;Tenis Nike;Tim Averitte;masculino;pix
1609;2023-08-13 17:45:59.243987;São Paulo;Cassia Moraes;Tenis Adidas;Tamisha Connolly;feminino;credito
1610;2023-08-14 08:54:58.054016;Canoas;Luis Fernando;Tenis NB;Alex Hasley;masculino;credito
1611;2023-08-14 10:37:58.967712;Canoas;Luis Fernando;Tenis Fila;Carolyn Vanderhoef;feminino;pix
1612;2023-08-14 10:45:58.283953;Caxias do Sul;Mateus Kienzle;Tenis NB;William Shoals;masculino;credito
1613;2023-08-14 11:16:56.355917;Florianópolis;Claudia dos Santos;Tenis Adidas;Danielle Lee;feminino;credito
1614;2023-08-14 11:43:57.250169;Lajeado;Juliano Faccioni;Tenis NB;James Riley;masculino;credito
1615;2023-08-14 13:36:56.443841;Florianópolis;Mario Sérgio;Tenis Fila;Randall Yarboro;masculino;credito
1616;2023-08-14 14:55:57.157701;São Paulo;Claudio Bueno;Tenis NB;Joan Hicks;feminino;credito
1617;2023-08-14 15:04:56.185008;São Paulo;Cassia Moraes;Tenis Nike;Benjamin Chang;masculino;credito
1618;2023-08-14 15:08:57.556554;Porto Alegre;Luiza Cherobini;Tenis Fila;Brian Bennett;masculino;credito
1619;2023-08-14 17:04:56.777891;Florianópolis;Mario Sérgio;Tenis Adidas;Scott Horne;masculino;credito
1620;2023-08-15 09:58:58.455618;Florianópolis;Mario Sérgio;Tenis Adidas;Yolanda Simmons;feminino;credito
1621;2023-08-15 14:30:56.790981;Canoas;Carlos Henrique;Tenis Nike;Amy Meriwether;feminino;pix
1622;2023-08-15 16:54:57.715352;Lajeado;Juliano Faccioni;Tenis Fila;Irene Wobbleton;feminino;boleto
1623;2023-08-15 16:55:59.618578;São Paulo;Cassia Moraes;Tenis Adidas;Mary Fulton;feminino;credito
1624;2023-08-15 17:40:56.921531;Caxias do Sul;Mateus Kienzle;Tenis NB;Michael Martinez;masculino;credito
1625;2023-08-16 08:58:57.084963;São Paulo;Claudio Bueno;Tenis Fila;Justine Tolliver;feminino;pix
1626;2023-08-16 11:06:56.315067;São Paulo;Claudio Bueno;Tenis Fila;Barbara Johnson;feminino;credito
1627;2023-08-16 14:08:59.310983;Canoas;Carlos Henrique;Tenis Nike;Rachael Morgon;feminino;credito
1628;2023-08-16 15:58:56.119593;São Paulo;Cassia Moraes;Tenis Adidas;Lois Lau;feminino;credito
1629;2023-08-16 16:58:59.310936;Porto Alegre;Luiza Cherobini;Tenis Adidas;Gloria Woods;feminino;pix
1630;2023-08-17 10:31:58.561949;Canoas;Carlos Henrique;Tenis Nike;John Sibley;masculino;credito
1631;2023-08-17 11:10:59.182454;Porto Alegre;Luiza Cherobini;Tenis Adidas;Tony Teichmann;masculino;credito
1632;2023-08-17 12:33:59.195566;Florianópolis;Claudia dos Santos;Tenis Fila;Ricardo Kina;masculino;credito
1633;2023-08-17 15:50:58.455941;Lajeado;Juliano Faccioni;Tenis NB;Viola Fleming;feminino;credito
1634;2023-08-17 16:45:58.236558;Porto Alegre;Luiza Cherobini;Tenis Nike;Debra Parsons;feminino;pix
1635;2023-08-17 17:23:56.886124;Caxias do Sul;Mateus Kienzle;Tenis NB;Linda Locke;feminino;credito
1636;2023-08-18 08:11:57.893124;Florianópolis;Claudia dos Santos;Tenis Fila;Nicholas Havens;masculino;credito
1637;2023-08-18 08:52:57.890078;São Paulo;Claudio Bueno;Tenis NB;Charles Youngman;masculino;credito
1638;2023-08-18 09:15:56.096667;São Paulo;Claudio Bueno;Tenis Adidas;Robert Wrubel;masculino;credito
1639;2023-08-18 09:18:56.367130;Porto Alegre;Rodrigo Tadewald;Tenis NB;Taylor Perry;masculino;credito
1640;2023-08-18 09:55:58.867574;São Paulo;Cassia Moraes;Tenis Fila;Velma Malinowski;feminino;boleto
1641;2023-08-18 10:59:57.551061;Florianópolis;Mario Sérgio;Tenis Adidas;Mary Fenderson;feminino;credito
1642;2023-08-18 11:52:58.723404;Canoas;Luis Fernando;Tenis Nike;Kevin Seymour;masculino;boleto
1643;2023-08-18 13:07:57.827796;São Paulo;Claudio Bueno;Tenis NB;Melissa Sherwood;feminino;credito
1644;2023-08-18 15:27:57.685929;Florianópolis;Claudia dos Santos;Tenis NB;Antonio Tucker;masculino;credito
1645;2023-08-18 18:52:57.330629;São Paulo;Claudio Bueno;Tenis NB;Dorine Gouge;feminino;credito
1646;2023-08-19 08:49:58.929967;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Edward Grimaldo;masculino;credito
1647;2023-08-19 08:54:57.574457;São Paulo;Cassia Moraes;Tenis Adidas;Jeffery Mcdonald;masculino;credito
1648;2023-08-19 10:07:56.357271;Caxias do Sul;Mateus Kienzle;Tenis Nike;Barbara Reyes;feminino;credito
1649;2023-08-19 10:12:58.671170;Lajeado;Adriano Soares;Tenis NB;Laura Dehoyos;feminino;boleto
1650;2023-08-19 12:25:58.673637;Lajeado;Juliano Faccioni;Tenis NB;Blanche Juarez;feminino;credito
1651;2023-08-19 14:25:58.313235;São Paulo;Cassia Moraes;Tenis Nike;Virginia Beasley;feminino;pix
1652;2023-08-19 16:23:57.360032;Florianópolis;Mario Sérgio;Tenis Adidas;Brian Hicks;masculino;credito
1653;2023-08-19 16:43:56.113138;Florianópolis;Claudia dos Santos;Tenis Nike;Maria Phillis;feminino;boleto
1654;2023-08-19 16:57:57.927648;Porto Alegre;Luiza Cherobini;Tenis Nike;Edward Gumina;masculino;credito
1655;2023-08-19 16:59:58.737089;São Paulo;Cassia Moraes;Tenis NB;Mary Maxey;feminino;credito
1656;2023-08-19 18:13:58.029084;São Paulo;Cassia Moraes;Tenis Fila;Antonio Showe;masculino;credito
1657;2023-08-19 18:53:56.978795;São Paulo;Claudio Bueno;Tenis Fila;Sandra Turner;feminino;pix
1658;2023-08-20 11:35:59.034541;Canoas;Carlos Henrique;Tenis Fila;Kevin Oleary;masculino;credito
1659;2023-08-20 14:44:56.267818;Lajeado;Adriano Soares;Tenis Adidas;Stephen Keith;masculino;pix
1660;2023-08-20 15:38:56.695585;Canoas;Carlos Henrique;Tenis NB;Rose Reynolds;feminino;credito
1661;2023-08-20 15:39:58.294836;Porto Alegre;Luiza Cherobini;Tenis Adidas;Robert Mckinney;masculino;credito
1662;2023-08-21 08:57:57.085948;Florianópolis;Mario Sérgio;Tenis NB;Maria Dietz;feminino;credito
1663;2023-08-21 10:25:57.540654;Canoas;Luis Fernando;Tenis Fila;Edwin Warren;masculino;credito
1664;2023-08-21 16:08:56.565100;Canoas;Luis Fernando;Tenis Adidas;Rachael Wallace;feminino;boleto
1665;2023-08-21 16:30:57.925686;Porto Alegre;Luiza Cherobini;Tenis Adidas;Robert Eggen;masculino;credito
1666;2023-08-21 17:54:58.929883;Florianópolis;Mario Sérgio;Tenis Adidas;Laura Martin;feminino;boleto
1667;2023-08-21 18:26:58.868780;São Paulo;Claudio Bueno;Tenis NB;Carolyn Davis;feminino;pix
1668;2023-08-21 18:45:57.713298;Florianópolis;Claudia dos Santos;Tenis Nike;Pauline Matthews;feminino;credito
1669;2023-08-21 18:50:57.015540;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Sharon Cameron;feminino;credito
1670;2023-08-21 18:56:58.580434;São Paulo;Claudio Bueno;Tenis Fila;Alberto Delaney;masculino;credito
1671;2023-08-22 09:31:58.441520;Canoas;Carlos Henrique;Tenis NB;Deborah Prentice;feminino;credito
1672;2023-08-22 13:52:59.074970;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Cindy Sparr;feminino;credito
1673;2023-08-22 16:19:56.777687;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Mary Cox;feminino;boleto
1674;2023-08-22 17:49:57.662488;Lajeado;Juliano Faccioni;Tenis Nike;Joey Lemaster;masculino;credito
1675;2023-08-22 18:38:56.189113;São Paulo;Cassia Moraes;Tenis NB;Charlie Brummett;feminino;pix
1676;2023-08-23 08:00:58.921993;Porto Alegre;Rodrigo Tadewald;Tenis NB;Robert Goodrum;masculino;credito
1677;2023-08-23 08:41:57.270253;Canoas;Luis Fernando;Tenis Nike;Jennifer Murphy;feminino;credito
1678;2023-08-23 10:22:56.882714;Lajeado;Adriano Soares;Tenis Nike;Edward Elliston;masculino;credito
1679;2023-08-23 11:15:56.772039;Florianópolis;Claudia dos Santos;Tenis Adidas;Loyd Cornett;masculino;credito
1680;2023-08-23 12:06:58.491254;Caxias do Sul;Mateus Kienzle;Tenis NB;Harriet Elkin;feminino;credito
1681;2023-08-23 12:25:58.940921;Florianópolis;Mario Sérgio;Tenis Adidas;Evelyn Hunter;feminino;credito
1682;2023-08-23 12:32:56.357604;Lajeado;Juliano Faccioni;Tenis Nike;Heather Miller;feminino;credito
1683;2023-08-23 12:38:56.662808;Porto Alegre;Luiza Cherobini;Tenis Nike;Priscilla Reese;feminino;credito
1684;2023-08-23 14:24:57.858207;Florianópolis;Mario Sérgio;Tenis Adidas;Marcus Valle;masculino;credito
1685;2023-08-23 15:24:58.298895;Lajeado;Juliano Faccioni;Tenis Fila;Steven Richards;masculino;credito
1686;2023-08-23 16:15:56.149682;São Paulo;Cassia Moraes;Tenis Adidas;Richard Gaver;masculino;credito
1687;2023-08-23 16:52:58.941965;Lajeado;Juliano Faccioni;Tenis Fila;Jeffery Green;masculino;credito
1688;2023-08-23 17:19:56.733343;Canoas;Luis Fernando;Tenis Nike;Richard Weekley;masculino;credito
1689;2023-08-23 18:08:57.855851;Florianópolis;Claudia dos Santos;Tenis NB;Janel Dixon;feminino;credito
1690;2023-08-23 18:22:58.595205;Lajeado;Adriano Soares;Tenis Adidas;Sidney Thompson;masculino;credito
1691;2023-08-23 18:42:56.125074;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Cynthia Waren;feminino;pix
1692;2023-08-24 09:41:56.759731;Florianópolis;Claudia dos Santos;Tenis NB;Horace Golka;masculino;credito
1693;2023-08-24 09:41:57.609637;Canoas;Luis Fernando;Tenis Nike;Donna Mccarty;feminino;credito
1694;2023-08-24 09:53:57.133605;Porto Alegre;Rodrigo Tadewald;Tenis NB;Kenneth Rogers;masculino;credito
1695;2023-08-24 10:03:57.270283;São Paulo;Cassia Moraes;Tenis Nike;Jennifer Ellsworth;feminino;credito
1696;2023-08-24 10:08:59.294074;São Paulo;Cassia Moraes;Tenis Nike;Catherine Price;feminino;boleto
1697;2023-08-24 10:46:59.097964;São Paulo;Cassia Moraes;Tenis NB;Mark Yip;masculino;credito
1698;2023-08-24 12:57:56.670145;Canoas;Carlos Henrique;Tenis Adidas;Jamie Wilcox;masculino;credito
1699;2023-08-24 13:49:57.216671;Lajeado;Juliano Faccioni;Tenis Fila;Carol Vest;feminino;credito
1700;2023-08-24 16:32:58.889783;Florianópolis;Claudia dos Santos;Tenis Nike;Robert Davis;masculino;credito
1701;2023-08-24 17:52:59.269035;São Paulo;Cassia Moraes;Tenis Fila;Angela Lee;feminino;credito
1702;2023-08-25 08:37:58.940539;São Paulo;Claudio Bueno;Tenis NB;Kerry Gibbons;masculino;credito
1703;2023-08-25 09:11:59.034064;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Cherie Mcguire;feminino;credito
1704;2023-08-25 10:30:58.966659;Porto Alegre;Luiza Cherobini;Tenis Nike;Emily Nunes;feminino;credito
1705;2023-08-25 11:01:58.308676;Lajeado;Juliano Faccioni;Tenis Fila;Wally Vest;masculino;boleto
1706;2023-08-25 11:22:56.283881;Florianópolis;Mario Sérgio;Tenis NB;Gregory Gaulke;masculino;credito
1707;2023-08-25 12:23:58.791723;São Paulo;Claudio Bueno;Tenis Fila;James Cassem;masculino;credito
1708;2023-08-25 12:36:59.513856;Florianópolis;Claudia dos Santos;Tenis Fila;Ethel Wynne;feminino;credito
1709;2023-08-25 13:45:57.315902;Canoas;Luis Fernando;Tenis NB;Nancy Carroll;feminino;credito
1710;2023-08-25 15:27:57.806927;Lajeado;Adriano Soares;Tenis Fila;Susan Lee;feminino;credito
1711;2023-08-25 17:06:58.289114;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Emilia Lovell;feminino;credito
1712;2023-08-26 08:08:58.458577;Florianópolis;Mario Sérgio;Tenis Fila;Susan Rosales;feminino;credito
1713;2023-08-26 12:07:59.633861;São Paulo;Claudio Bueno;Tenis Adidas;Larry Main;masculino;pix
1714;2023-08-26 12:44:58.740452;Florianópolis;Mario Sérgio;Tenis Fila;Betty Clark;feminino;credito
1715;2023-08-26 13:53:58.933953;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Jacqueline Sharp;feminino;boleto
1716;2023-08-26 14:14:58.161558;Florianópolis;Mario Sérgio;Tenis NB;Ruby Kuhn;feminino;pix
1717;2023-08-26 15:22:57.633370;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Kenneth Walker;masculino;credito
1718;2023-08-26 15:50:56.827540;Canoas;Carlos Henrique;Tenis NB;Anthony Watkins;masculino;pix
1719;2023-08-26 18:55:58.530760;Canoas;Luis Fernando;Tenis Adidas;Lydia Hartigan;feminino;credito
1720;2023-08-27 08:14:57.828510;São Paulo;Cassia Moraes;Tenis Adidas;Sandra Cook;feminino;credito
1721;2023-08-27 10:57:56.403507;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Rosa Davin;feminino;credito
1722;2023-08-27 15:26:56.295250;São Paulo;Cassia Moraes;Tenis NB;Kathy Dickey;feminino;credito
1723;2023-08-27 15:53:57.984639;Canoas;Carlos Henrique;Tenis Adidas;Edmund Meyer;masculino;credito
1724;2023-08-27 17:02:57.904745;Florianópolis;Mario Sérgio;Tenis NB;Randy Desrosiers;masculino;credito
1725;2023-08-27 18:45:57.881563;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Robert Engler;masculino;credito
1726;2023-08-28 08:03:59.127547;Porto Alegre;Luiza Cherobini;Tenis Nike;Richard Shotkoski;masculino;credito
1727;2023-08-28 08:08:58.455483;Canoas;Carlos Henrique;Tenis NB;Cynthia Mueller;feminino;boleto
1728;2023-08-28 08:39:59.192531;Porto Alegre;Luiza Cherobini;Tenis NB;Vincent Nelson;masculino;credito
1729;2023-08-28 09:49:58.967491;Porto Alegre;Luiza Cherobini;Tenis NB;Barbara Mann;feminino;pix
1730;2023-08-28 10:04:56.664362;Caxias do Sul;Mateus Kienzle;Tenis NB;Jana Anglen;feminino;boleto
1731;2023-08-28 10:04:58.313709;São Paulo;Cassia Moraes;Tenis Fila;Norman Chavira;masculino;pix
1732;2023-08-28 10:49:57.828576;Canoas;Carlos Henrique;Tenis Adidas;Sonia Majors;feminino;credito
1733;2023-08-28 11:42:56.936114;Lajeado;Adriano Soares;Tenis Fila;Elin Watson;feminino;credito
1734;2023-08-28 13:20:57.411062;Lajeado;Adriano Soares;Tenis Nike;Ruth Cullen;feminino;pix
1735;2023-08-28 13:41:58.108884;Florianópolis;Mario Sérgio;Tenis NB;Mary Camire;feminino;credito
1736;2023-08-28 14:28:57.082087;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Deloris Sprague;feminino;credito
1737;2023-08-28 14:33:57.984765;Caxias do Sul;Mateus Kienzle;Tenis NB;Ashley Gurrola;feminino;credito
1738;2023-08-28 14:55:57.160401;Canoas;Carlos Henrique;Tenis Fila;Rae Hagen;feminino;credito
1739;2023-08-28 18:07:57.649853;Porto Alegre;Luiza Cherobini;Tenis NB;Stephanie Knarr;feminino;credito
1740;2023-08-29 08:13:57.660397;Caxias do Sul;Mateus Kienzle;Tenis NB;Charles Julian;masculino;credito
1741;2023-08-29 08:56:57.188020;Porto Alegre;Luiza Cherobini;Tenis Nike;Derrick Williams;masculino;credito
1742;2023-08-29 09:01:58.718644;São Paulo;Cassia Moraes;Tenis Fila;Tonya Jensen;feminino;credito
1743;2023-08-29 09:43:59.316422;Lajeado;Juliano Faccioni;Tenis Adidas;Carolyn Monroe;feminino;credito
1744;2023-08-29 10:40:56.486084;Porto Alegre;Luiza Cherobini;Tenis Fila;Barbara Wallick;feminino;credito
1745;2023-08-29 13:58:58.415682;Florianópolis;Mario Sérgio;Tenis Adidas;Melinda Gordon;feminino;credito
1746;2023-08-29 15:29:56.295515;Lajeado;Juliano Faccioni;Tenis NB;Aaron Wolf;masculino;pix
1747;2023-08-29 15:53:58.810969;Canoas;Luis Fernando;Tenis Adidas;Myrtle Miles;feminino;credito
1748;2023-08-30 10:58:58.746795;São Paulo;Claudio Bueno;Tenis Nike;Genevieve Harbin;feminino;credito
1749;2023-08-30 11:21:57.158054;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Wanda Silva;feminino;credito
1750;2023-08-30 12:57:57.141020;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Mary Mcclanahan;feminino;credito
1751;2023-08-30 13:40:57.641434;Florianópolis;Claudia dos Santos;Tenis NB;Linda Ford;feminino;credito
1752;2023-08-30 16:57:57.951489;São Paulo;Claudio Bueno;Tenis Adidas;John Sanders;masculino;credito
1753;2023-08-30 17:37:56.107054;Florianópolis;Claudia dos Santos;Tenis Fila;Kathy Mayse;feminino;credito
1754;2023-08-30 17:59:59.141923;Florianópolis;Claudia dos Santos;Tenis Fila;Natalie Rickett;feminino;credito
1755;2023-08-30 18:08:57.641471;Porto Alegre;Luiza Cherobini;Tenis Nike;Lester Vargas;masculino;credito
1756;2023-08-31 09:29:58.872240;Porto Alegre;Rodrigo Tadewald;Tenis NB;Magdalena Stone;feminino;credito
1757;2023-08-31 10:51:58.384138;São Paulo;Cassia Moraes;Tenis Nike;Raymond Camilli;masculino;credito
1758;2023-08-31 11:06:59.294312;Canoas;Carlos Henrique;Tenis Nike;Jonathan Mulac;masculino;credito
1759;2023-08-31 11:43:59.575194;Porto Alegre;Rodrigo Tadewald;Tenis NB;Jared Stevenson;masculino;boleto
1760;2023-08-31 11:49:59.097795;Florianópolis;Claudia dos Santos;Tenis Nike;Fern Flores;feminino;pix
1761;2023-08-31 11:55:58.254301;Porto Alegre;Rodrigo Tadewald;Tenis Fila;John Olson;masculino;credito
1762;2023-08-31 12:06:58.938484;Canoas;Luis Fernando;Tenis Nike;Ronald Bahr;masculino;credito
1763;2023-08-31 12:08:56.864021;Canoas;Luis Fernando;Tenis Nike;Morton Simpkins;masculino;credito
1764;2023-08-31 12:48:58.694850;Porto Alegre;Luiza Cherobini;Tenis Nike;Michael Carson;masculino;credito
1765;2023-08-31 13:35:56.440689;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Marion Palos;feminino;credito
1766;2023-08-31 14:03:56.133987;Porto Alegre;Rodrigo Tadewald;Tenis NB;Daniel Part;masculino;pix
1767;2023-08-31 15:43:56.835885;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Paulette Beck;feminino;pix
1768;2023-08-31 15:55:57.844920;Canoas;Luis Fernando;Tenis Nike;William Hagadone;masculino;credito
1769;2023-08-31 16:15:58.270053;Florianópolis;Claudia dos Santos;Tenis Fila;Jim Ripson;masculino;credito
1770;2023-08-31 18:11:58.316510;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Eric Riley;masculino;boleto
1771;2023-09-01 09:02:57.284754;Lajeado;Adriano Soares;Tenis Adidas;Arthur Good;masculino;credito
1772;2023-09-01 10:28:56.082820;São Paulo;Cassia Moraes;Tenis Fila;Thomas Gallagher;masculino;credito
1773;2023-09-01 11:12:56.117351;São Paulo;Cassia Moraes;Tenis NB;Alexandra Puma;feminino;credito
1774;2023-09-01 11:12:58.756164;Lajeado;Juliano Faccioni;Tenis Adidas;Betty Cox;feminino;credito
1775;2023-09-01 11:16:58.845643;Florianópolis;Mario Sérgio;Tenis Fila;Rose Vaughan;feminino;pix
1776;2023-09-01 12:46:58.437664;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Kevin Choy;masculino;credito
1777;2023-09-01 13:12:58.809020;Florianópolis;Mario Sérgio;Tenis Adidas;Don Swilley;masculino;pix
1778;2023-09-01 13:43:58.678131;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Agnes Schmidt;feminino;credito
1779;2023-09-01 16:31:57.531566;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Justin Ruiz;masculino;credito
1780;2023-09-01 17:52:57.787417;Porto Alegre;Luiza Cherobini;Tenis NB;Brian Garrick;masculino;credito
1781;2023-09-01 18:54:58.702557;Lajeado;Adriano Soares;Tenis Adidas;Christopher Edwards;masculino;credito
1782;2023-09-02 09:47:58.934103;Porto Alegre;Rodrigo Tadewald;Tenis NB;Linda Landey;feminino;credito
1783;2023-09-02 10:46:58.942014;Canoas;Carlos Henrique;Tenis Fila;Elizabeth Ephriam;feminino;pix
1784;2023-09-02 11:42:56.469956;Canoas;Carlos Henrique;Tenis Nike;David Cromwell;masculino;credito
1785;2023-09-02 12:38:56.836447;Lajeado;Juliano Faccioni;Tenis Adidas;Roy Mcmanis;masculino;credito
1786;2023-09-02 12:41:56.289079;São Paulo;Claudio Bueno;Tenis Nike;Alexia Fuss;feminino;credito
1787;2023-09-02 13:30:58.659352;Lajeado;Juliano Faccioni;Tenis Nike;Marie Burt;feminino;credito
1788;2023-09-02 14:52:56.676110;Florianópolis;Claudia dos Santos;Tenis Nike;Valerie Benesh;feminino;credito
